Category, Entry
GENERAL LABOR PUBLICATIONS,"INDUSTRIAL BULLETIN, THE (m) 1st of mo. State Capitol, Albany, N. Y. Official organ Industrial Commissioner of New York State. Est. 1922, 7% by 10i/2 in., 47 pp. av., $1 per yr., 10c per issue. W. T. Whittemore, ed. National labor news. No ads."
GENERAL LABOR PUBLICATIONS,"INDUSTRIAL HYGIENE (m) 1st of mo. State Capitol, Albany, N. Y. Official organ Industrial Commissioner of New York State. Est. 1922, 2 cols., 4 pp. National labor news. No ads."
GENERAL LABOR PUBLICATIONS,"AMERICAN LABOR REPORTER (,m) 1st of mo. 509 D. S. Morgan Bldg., Buffalo, N. Y. John Cole- man, Sr., pubr. Est. 1912, 7 cols., $2 per yr. John Coleman, Sr., ed."
GENERAL LABOR PUBLICATIONS,"CENTRAL RAILWAY CHRONICLE (5 issues per yr.) 1st of mo. 1817 Hotel Statler, Buffalo, N. Y. Official organ Central Railway Club of Buffalo. Ind. Est. 1895, 6 by 9 in., 50 pp. av., $1 per yr., 25c per issue. M. D. Reed, ed. Local and national labor news. Local and national ads. 1,350 circ., estimated."
GENERAL LABOR PUBLICATIONS,"LABOR NEWS-RAILROAD WORLD (m) 1st of mo. P. O. Box 877, Buffalo, N. Y. Labor News Co., pubr. Est. 1917, 6 cols., $1.50 per yr. T. J. Cullen, ed. Uses mats."
GENERAL LABOR PUBLICATIONS,"PROGRESSIVE NEWS (m) 1st of mo. 31 West Ful ton St., Gloversville, N. Y. Official organ United Labor Unions of Fulton County. Ind. Est. 1939, 5 cols., 8 pp., $2 per yr., 5c per issue. Zel Lurie, ed. Local and national labor news. Sports, consumer notes. Local ads. Uses mats. 4,556 circ., esti mated. UP."
GENERAL LABOR PUBLICATIONS,"TRI-COUNTY HERALD (w) Thur. 10 W. 1st St., Jamestown, N. Y. Official organ AFL, CIO and Independent Locals. AFL, CIO, and Ind. Est. 1938, 7 cols., 4 pp., $1.50 per yr., 5c per issue. Henry Pritchard, ed. Local and national labor and general news. Local and national ads. Uses mats. 3,000 circ., estimated. FP."
GENERAL LABOR PUBLICATIONS,"AMERICAN CHILD, THE (m., except July, Aug. and Sept.) 1st of mo. 419 Fourth Ave., New York, N. Y. Official organ National Child Labor Committee. Est. 1919, 2 cols., $2 per yr. G. F. Zimand, ed. No ads. 12,500 circ., estimated."
GENERAL LABOR PUBLICATIONS,"AMERICAN LABOR LEGISLATION REVIEW, THE (q) 1st of mo. 1313 E. 23d St., New York, N. Y. Official organ American Association for Labor Legislation. Ind. Est. 1911, 6 by 9 in., 40 pp. av., $3 per yr., $1 per issue. J. B. Andrews, ed. Na tional labor news. No ads. 2,250 circ., estimated."
GENERAL LABOR PUBLICATIONS,"AMERICAN LABOR WORLD (m) 1st of mo. 66 Duane St., New York, N. Y. Ind. Est. 1919, 2 cols., $1.50 per yr. J. S. Lewis, ed. 17,000 circ., estimated."
GENERAL LABOR PUBLICATIONS,"ANTI-NAZI BULLETIN, THE (m) 1st of mo. 20 W. 47th St., New York, N. Y. Official organ The Non-Sectarian Anti-Nazi League to Champion Human Rights, Inc. Ind. Est. 1934, 8i/2 by 12 in., 6 pp., $3 per yr., 25c per issue. National labor and general news. No ads."
GENERAL LABOR PUBLICATIONS,"ARBITRATOR, THE (m) 1st of mo. 114 E. 31st St., New York, N. Y. Ind. Est. 1919, 3 cols., 4 pp., 60c per yr., 5c per issue. William Floyd, ed. National labor news. No ads."
GENERAL LABOR PUBLICATIONS,"BULLETIN (m) 15th of mo. 2 W. 43d St., New York, N. Y. Official organ Committee for Cultural Free dom. Ind. Est. Oct. 15, 1939, 8*4 by 10% in., 12 pp., 10^ per issue. Ferdinand Lundberg, sec. Na tional labor and general news. No ads."
GENERAL LABOR PUBLICATIONS,"CATHOLIC WORKER, THE (m) 1st of mo. 115 Mott St., New York, N. Y. Est. 1934, 5 cols., 8 pp., 25c per yr., 1c per issue. Dorothy Day, ed. Local and national labor and general news. Book reviews, agriculture column. No ads. Uses mats. CPA."
GENERAL LABOR PUBLICATIONS,"ECONOMIC NOTES (m) 1st of mo. 80 E. 11th St., New York, N. Y. Official organ Labor Research Association. Ind. Est. 1933, 8% by 11 in., 9 pp., 65c per yr., 5c per issue. Local and national labor news. No ads. 1,800 circ., estimated."
GENERAL LABOR PUBLICATIONS,"INTERNATIONAL JURIDICAL ASSOCIATION MONTHLY BULLETIN (m) 1st of mo. 100 5th Ave., New York, N. Y. Official organ International Juridical Association. Ind. Est. 1932, 8y2 by 11 in., 12 pp., $2 per yr. National labor and general news. No ads."
GENERAL LABOR PUBLICATIONS,"INTERNATIONAL REVIEW (b-m) 1st of mo. P. O. Box 44, Station O, New York, N. Y. International Associates, pubr. Ind. Est. 1937, 9 by 11 i/2 in., 14 pp., $1 (8 issues), 15c per issue. John Cliger, ed. Local and national labor and general news. Book Reviews. Local and national ads."
GENERAL LABOR PUBLICATIONS,"JEWISH WORKERS' VOICE, THE (q) 1st of mo. 251 4th Ave., New York, N. Y. Official organ Jewish National Workers' Alliance of America. Ind. Est. 1912, 9 by 12 in., 24 pp. av., 80c per yr., 20c per issue. Louis Segal, ed. Local and national labor and general news. No ads."
GENERAL LABOR PUBLICATIONS,"LABOR LEADER, THE (f ) 2nd & 4th weeks of mo. 226 Lafayette St., New York, N. Y. Official organ Association of Catholic Trade Unionists. Ind. Est. 1938, 5 cols., 4 pp., $2 per yr.. 5c per issue. G. R. Donahue, ed. Local and national labor news. Local ads."
GENERAL LABOR PUBLICATIONS,"LABOR NOTES (m) 1st of mo. 80 E. 11th St., New York, N. Y. Official organ Labor Research Asso ciation. Ind. Est. 1933, 8i/2 by 11 in., 9 pp., 65c per yr., 5c per issue. Local and national labor news. No ads. 1,400 circ., estimated."
GENERAL LABOR PUBLICATIONS,"LONG LINES (m) 1st of mo. 36 6th Ave., New York, N. Y. Official organ Employes of Long Line De partment, American Telephone and Telegraph Com pany. Ind. Est. 1911, 9 by 12 in., 30 pp. R. B. Williams, ed. Local and national labor and general news. No ads. Uses mats."
GENERAL LABOR PUBLICATIONS,"NEW LEADER (w) Sat. 7 E"". 15th St., New York, N. Y. Official organ Social Democratic Federation. Ind. Est. 1922, 7 cols., 8 pp., $1 per yr., 5c per issue. Editorial board. Columnist: Charles Yale Harrison. Local and national labor and general news. Drama, music. Local and national ads. Uses mats. 35,600 circ., sworn statement."
GENERAL LABOR PUBLICATIONS,"NEW ORDER (m) 1st of mo. 80 Fifth Ave., New York, N. Y. Official organ International Workers Order. Ind. Est. 1933. Max Bedacht, ed. 12,000 circ., estimated."
GENERAL LABOR PUBLICATIONS,"NEW THEATRE NEWS (b-m) 1st of mo. 132 W. 43d St., New York, N. Y. Official organ New The atre League. Ind. Est. 1938, 6 by 8%, in., 23 pp., $1 per yr., 10c per issue. Mark Marvin, ed. Local and national labor news. Stage Reviews. No ads. Uses mats."
GENERAL LABOR PUBLICATIONS,"NEW THEATRE NEWS (m) 1st of mo. 110 W. 47th St., New York, N. Y. Official organ New Theatre League. Ind., Est. 1939, 9 by 11 in., 15 pp., $1 per yr., 10c per issue. Ben Irwin, ed. National labor news. No ads."
GENERAL LABOR PUBLICATIONS,"NEW YORK WOMEN'S TRADE UNION LEAGUE BULLETIN (m) 1st of mo. 247 Lexington Ave., New York, N. Y. Official organ Women's Trade Union League. Ind. 8l/z by 14 in., 3 pp. av. Local and national labor news. No ads."
GENERAL LABOR PUBLICATIONS,"OPPORTUNITY (m) 1st of mo. 1133 Broadway, New York, N. Y. Official organ National Urban League. Ind. Est. 1923, 8 by 11 in., 31 pp., $1.50 per yr., 15c per issue. E. A. Carter, ed. National labor and general news. Book reviews. Local and national ads. Uses mats."
GENERAL LABOR PUBLICATIONS,"RAILROAD NOTES (m) 1st of mo. 80 E. 11th St., New York, N. Y. Official organ Labor Research Association. Ind. Est. 1937, 8l/å¬å£ by 11 in., 5 pp., 50c per yr. National labor news. No ads."
GENERAL LABOR PUBLICATIONS,"SOCIAL QUESTIONS BULLETIN (m. ex. July and August) 1st of mo. 150 5th Ave., New York, N. Y. Methodist Federation for Social Service, pubr. Ind. Est. 1911, 3 cols., 4 pp., $1 per yr. H. F. Ward, sec. National labor and general news. No ads."
GENERAL LABOR PUBLICATIONS,"SOLIDARITY (English-German Edition) (m) 1st of mo. Edit. add., 714 Seneca Ave., Brooklyn, N. Y. Pubn. add., 480 Canal St., New York, N. Y. Official organ Workmen's Sick and Death Benefit of the U. S. A. Ind. Est. 1906, 8i/2 by 11i/2 in., 31 pp., $1 per yr. Local and national labor news, national general news. Women's page, consumers notes, sports, children's page. Local ads. Uses mats."
GENERAL LABOR PUBLICATIONS,"UNION LABOR NEWS (m) 1st of mo. P. O. Box 478, Madison Square Station. New York, N. Y."
GENERAL LABOR PUBLICATIONS,"VANGUARD (m) 1st of mo. 45 W. 17th St., New York, N. Y. The Vanguard Group, pubr. Ind. Est. 1935, 9 by 12 in., 16 pp. av., $1 per yr., 10c per issue. National labor and general news. No ads."
GENERAL LABOR PUBLICATIONS,"WISDOM (m) 1st of mo. 32 W. 60th St., New York, N. Y. Official organ The Trinity League. Ind. Est. 1936, 5 cols., 8 pp., $1 per yr., 5c per issue. P. B. Ward, ed. National labor and general news. No ads."
GENERAL LABOR PUBLICATIONS,"WORKERS AGE (w) Sat. 131 W. 33d St., New York, N. Y. Official organ The National Council, Inde pendent Labor League of America. Ind. Est. 1932, 7 cols., 4 pp., $1.50 per yr., 5c per issue. Will Her- berg, ed. Local and national labor news, national general news. Book Reviews, No ads. Uses mats."
GENERAL LABOR PUBLICATIONS,"WORKMEN'S CIRCLE CALL, THE (m. ex. Feb., June, Aug.) 1st of mo. 175 E. Broadway, New York, N. Y. Official organ National Executive Com mittee of the Workmen's Circle. Ind. Est. 1932, 8 by 11 in., 24 pp., 75c per yr., 10c per issue. Israel Knox, ed. Local and national labor and general news. Sports, Book Reviews. Local ads. Uses mats."
GENERAL LABOR PUBLICATIONS,"SUMMIT COUNTY LABOR NEWS (w) Fri. 920 S. High St., Akron, Ohio. The Summit County Labor News, pubr. Ind. Est. 1910, 7 cols., 4 pp., $2 per yr. Alex Eigenmacht, ed. Local and national labor news. Movies, Legal Notices. Local ads. Uses mats. 18,000 circ., publisher's report. ILNS, AFLWNS."
GENERAL LABOR PUBLICATIONS,"NEWARK LEADER (w) Thurs. Newark, Ohio. Ex press Printing Co., pubr. Est. 1917, 7 cols., $1 per yr. Luther Mohler, ed. Uses mats. 3,500 circ., estimated."
GENERAL LABOR PUBLICATIONS,"LABOR MAGAZINE, THE (b-m) 1st of mo. Box 522, Muskogee, Okla. The Labor Magazine, pubr. Ind. Est. 1925, 9 by 15 in., 37 pp. av.. $2 per yr., 20c per issue. A. L. McKenney, managing ed. National labor news. Local and national ads. Uses mats. TINS."
GENERAL LABOR PUBLICATIONS,"AMERICAN GUARDIAN, THE (w) Fri. 17 W. 3rd St., Oklahoma City, Okla. Official organ American Foundation for Abundance. Ind. Est. 1931, 8 cols., 4 pp., $1 per yr., 5c per issue. Oscar Ameringer, ed. Local and national labor news, national general news. Local ads, classified ads. Uses mats. 41,103 circ., sworn statement."
GENERAL LABOR PUBLICATIONS,"LABOR'S VOICE (f) Tue. 312i/2 W. California St., Oklahoma City, Okla. Official organ Veterans of Industry of America. Ind. Est. 1934, 5 cols., 4 pp., $1 per yr., 3c per issue. I. M. Finley, ed. Local and national labor news. No ads. Uses mats."
GENERAL LABOR PUBLICATIONS,"UNION LABOR BULLETIN (m) 1st of mo. Labor Temple, Salem, Ore. Official organ Union Label League of Salem. Ind."
GENERAL LABOR PUBLICATIONS,"KEYSTONE LABOR AND INDUSTRY, THE (m) 1st of mo. State Capitol, Harrisburg, Pa. Official organ Department of Labor and Industry, Com monwealth of Pennsylvania. Est. 1929, 6 by 9 in., 64 pp. R. M. Bashore, sec. Local labor news. No ads."
GENERAL LABOR PUBLICATIONS,"KEYSTONE LABOR AND INDUSTRY, GRAPHIC SUPPLEMENT (m) 1st of mo. State Capitol, Har- risburg, Pa. Official organ Department of Labor and Industry, Commonwealth of Pennsylvania. Es tablished 1939, 9 by 12 in., 48 pp. R. M. Bashore, sec. Local and national labor news. No ads."
GENERAL LABOR PUBLICATIONS,"UNION PRESS-COURIER, THE (w) Thurs. 723 S. 5th Ave., Patton, Pa. T. A. Owens, pubr. Est. 1893, 6 cols., $2 per yr. T. A. Owens, ed. Uses mats. 2,200 circ., estimated. AFLWNS, UNS."
GENERAL LABOR PUBLICATIONS,"UNION LABOR RECORD (w) Sat. Edit. add., 2319 N. Broad St., Philadelphia, Pa. Pubn. add., 216 Locust St., Harrisburg, Pa. Official organ Labor's Non-Partisan League and CIO Labor Union Record. Ind. Est. 1929, 5 cols., 8 pp. av., $1 per yr., 5c per issue. David Schick, ed. Local and national labor news. Movies, Sports. Local and national ads. Uses mats. UNS, FP."
GENERAL LABOR PUBLICATIONS,"LABOR WORLD (m) 1st of mo. 914 Federal St., Pittsburgh, Pa. Est. 1892. Louis McGrew, ed. Uses mats. AFLWNS, UNS."
GENERAL LABOR PUBLICATIONS,"NATIONAL LABOR TRIBUNE (f ) Sat. 108 Smith- field St., Pittsburgh, Pa. National Labor Tribune, Inc., pubr. Ind. Est. 1872, 8 cols., 8 pp., $5 per yr., 10c per issue. J. H. Vitchestain, ed. Local and national labor and general news. Local and na tional ads. Uses mats. AFLWNS."
GENERAL LABOR PUBLICATIONS,"HOSIERY EXAMINER, THE (m) 5th of mo. Edit. add., 510 Walnut St., Reading, Pa. Pubn. add., 48 S. Reading Ave., Boyertown, Pa. Official organ Berks County Hosiery Employees Assn., and the Berkshire Employees Assn., Inc. Ind. Est. 1934, 5 cols., 8 pp., $1 per yr., 10c per issue. R. D. Trautman, ed. Local and national labor news, national general news. Local ads."
GENERAL LABOR PUBLICATIONS,"LABOR NEWS (w) Sat. 139 S. Main St., Wilkes- Barre, Pa. Official organ Wilkes-Barre Central Labor Union and the United Mine Workers of America, District No. 1. AFL, CIO. Est. 1924, 8 cols., 4 pp., $1.50 per yr. W. J. Kromelbein, ed. Local and na tional labor and general news. Local and national ads. Uses mats. 7,500 circ., estimated. ILNS."
GENERAL LABOR PUBLICATIONS,"LABOR JOURNAL (w). 149 Calhoun St., Charles ton, S. C."
GENERAL LABOR PUBLICATIONS,"NEWS REVIEW, THE (w). Una, S. C. The News Review, pubr. Ind. Est. 1930, 5 cols., 8 pp., $1 per yr.. 5c per issue. J. L. Brooks, ed. Local and na tional labor and general news. Local and national ads. Uses mats. FP."
GENERAL LABOR PUBLICATIONS,"WESTERN LABOR JOURNAL (m). Box 1898, Amarillo, Texas. Est. 1929. A. P. McSwain, ed. Uses mats."
GENERAL LABOR PUBLICATIONS,"UNION BANNER, THE. Furman Bldg., Corpus Christi, Texas."
GENERAL LABOR PUBLICATIONS,"UNION LEADER, THE. 414 Chaparral St., Corpus Christi, Texas."
GENERAL LABOR PUBLICATIONS,"EL PASO LABOR NEWS. P. O. Box 2011. El Paso, Texas."
GENERAL LABOR PUBLICATIONS,"SOUTHWESTERN RAILWAY JOURNAL (m) 1st of mo. 5th and Calhoun Sts., Fort Worth, Texas. Southwestern Railway Journal, Inc., pubr. Ind. Established 1907, 8V2 by 12 in., 27 pp., $1 per yr. C. W. Rogers, Assoc. ed. Local and national labor and general news. Local and national ads. Uses mats. 6,500 circ., publisher's report. ILPA, TLPA."
GENERAL LABOR PUBLICATIONS,"WORKERS FORUM, THE. Box 711, Longview, Texas. F. N. Henderson, ed."
GENERAL LABOR PUBLICATIONS,"LABOR FORUM, THE (w) Fri. 420 Fifth St., Port Arthur, Texas. Est. 1919."
GENERAL LABOR PUBLICATIONS,"VOICE OF LABOR, THE. 17 W. Twebig, San An tonio, Texas. Frank Sanford, ed."
GENERAL LABOR PUBLICATIONS,"UTAH LABOR NEWS (w) Fri. 28 S. 4th East St., Salt Lake City, Utah. Organ of Utah Labor Unions. Ind. Est. 1929, 5 cols., 4 pp., $1.50 per yr., 5c per issue. M. T. Thompson, ed. Local and national labor and general news. Consumers' Notes. Local and national ads. 7,700 circ., publisher's report. UNS, ILPA."
GENERAL LABOR PUBLICATIONS,"TIMES ADVOCATE (w) Thurs. 155 Bank St., Nor folk, Va. H. R. McKay, pubr. Est. 1902, 6 cols., $2 per yr. A. C. Derby, ed. Uses mats. 8,500 circ., estimated."
GENERAL LABOR PUBLICATIONS,"EYE OPENER. Box 373, Bremerton, Wash. C. W. Jones, ed."
GENERAL LABOR PUBLICATIONS,"INFORMATION (w) Thurs. 533 N. Tower Ave., Centralia, Wash. J. C. Rhodes, pubr. Est. 1937, 5 cols., $1.50 per yr. J. C. Rhodes, ed."
GENERAL LABOR PUBLICATIONS,"WASHINGTON NEW-DEALER (w) Thurs. 3rd and James Sts., Seattle, Wash. Official organ Washing ton Commonwealth Federation. Ind. Est. 1939, 8 cols., 4 pp., $2 per yr., 5c per issue. Terry Pettus, ed. Local and national labor and general news. Local ads. ; classified ads. Book and movie reviews, legal notices. Uses mats. 10,000 circ., estimated. FP."
GENERAL LABOR PUBLICATIONS,"WILLAPA HARBOR PILOT (w) Thurs. South Bend, Wash. Willapa Harbor Publishing Company, Inc., pubr. Est. 1890, 6 cols., $2 per yr. Terry Pettus, ed. Uses mats. 1,700 circ., estimated."
GENERAL LABOR PUBLICATIONS,"INDEPENDENT OBSERVER, THE (w) Fri. 81 McCreary St., Beckley, W. Va. The Independent Publishing Company, pubr. Ind. Est. 1933, 5 cols., 8 pp., $1 per yr., 5c per issue. Norman Stoken, ed. Local and national labor and general news. Radio. Local and national ads. Uses mats. 10,000 circ., estimated. UNS."
GENERAL LABOR PUBLICATIONS,"INDUSTRIAL NEWS, THE (w) Thurs. laeger, W. Va. Industrial News, pubr. Est. 1923, 7 cols., $2 per yr. J. A. Johnson, ed."
GENERAL LABOR PUBLICATIONS,"BADGER FARM BUREAU NEWS, THE (m) 1st of mo. 744 Williamson St., Madison, Wis. Official organ Wisconsin Farm Bureau Federation. Ind. Est. 1930, 7 cols., 4 pp., 50c per yr., 5c per issue. L. F. Roherty, ed. Local and national labor news. Women's column. Local and national ads. Uses mats."
GENERAL LABOR PUBLICATIONS,"PROGRESSIVE, THE (w) Sat. Tenney Bldg., 110 E. Main St., Madison, Wis. Organ Progressive Party of Wisconsin and National Progressives of America. NPA. Est. 1909, 8 cols., 8 pp., $2 per yr., 5c per issue. M. H. Rubin, ed. Local and national labor and general news. Comics. No ads."
GENERAL LABOR PUBLICATIONS,"MILWAUKEE EVENING POST (d. ex. Sun.). 540 W. Juneau Aye., Milwaukee, Wise. Wisconsin Guardian Publishing Co., pubr. Ind. Est. 1911, 8 cols., 10 pp. av., 3c per issue. Local and national labor and general news. Sports, radio. Local and national ads., classified ads. Uses mats. UP."
GENERAL LABOR PUBLICATIONS,"ADVOCATE, THE (w) Fri. 163 West Hastings St., Vancouver, B. C., Can. Official organ Communist Party of Canada. Est. 1935, 6 cols., 6 pp., $1 per yr., 5c per issue. Local and national labor and gen eral news. Local ads, classified ads. Uses mats. ICN."
CANADIAN LABOR PUBLICATIONS,"B. C. LUMBER WORKER UNION BULLETIN, THE (f) Tues. Holden Bldg., Vancouver, B. C., Canada. Official organ B. C. Coast District Council, Inter national Woodworkers of America. CIO. Est. 1939, 4 cols., 4 pp. Nigel Morgan, ed. Local and national labor news. Local and national ads. Uses mats."
CANADIAN LABOR PUBLICATIONS,"BOOSTER, THE (m) 1st of mo. 74 King St. East, Toronto, Ontario, Canada. Official organ Brother hood of Express Employees. AFL. Est. 1919, 7 by 10 in., 24 pp., $1 per yr. W. A. McDonald, pres. T oral and national labor news. No ads."
CANADIAN LABOR PUBLICATIONS,"CANADIAN CONGRESS JOURNAL (m) 1st of mo. Edit. add., 172 McLaren St., Ottawa, Ontario, Can ada. Pubn. add., 616 Lagauchetiere St., West, Mon treal, Quebec, Canada. Official organ The Trades and Labor Congress of Canada. AFL. Est. 1922, 9 by 12 in., 50 pp. av., $1 per yr. P. M. Draper, ed. Local and national labor news, national general news. French Section, Women's Page. Local and national ads. Uses mats."
CANADIAN LABOR PUBLICATIONS,"CANADIAN CO-OPERATOR, THE (m) 1st of mo. 215 Nelson St., Brantford, Ontario, Canada. Offi cial organ Cooperative Union of Canada. Est. 1910, 6 by 9 in., 16 pp., 75c per yr. George Keen, sec.- treas. Local and national labor news. No ads."
